Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-02457,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02458,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02459,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,6,Pest free,Health Risk
IS-02460,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02461,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02462,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02463,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02464,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02465,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02466,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,13,Appliances OK,Health Risk
IS-02467,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02468,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-02469,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02470,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02471,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02472,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-02473,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02474,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02475,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02476,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02477,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02478,2022-02-11 16:49:42,service_app_171,2022-02-18 00:00:00,Yes,2021-10-19 00:00:00,No,25,No water leaks,Air Quality
IS-02479,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02480,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,No,2021-11-05 00:00:00,No,2,Roof watertight,Home Preservation
IS-02481,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02482,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02483,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02484,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,6,Pest free,Health Risk
IS-02485,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02486,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02487,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02488,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02489,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02490,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-02491,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02492,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-02493,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-02494,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02495,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02496,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02497,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02498,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,20,No ratty carpeting,Air Quality
IS-02499,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,21,Dryer vented outside,Home Preservation
IS-02500,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02501,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-02502,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02503,2022-02-11 17:27:11,service_app_90,2022-02-14 00:00:00,Yes,2021-11-05 00:00:00,No,25,No water leaks,Air Quality
IS-02504,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02505,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-02506,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02507,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02508,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02509,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,6,Pest free,Health Risk
IS-02510,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02511,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02512,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02513,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-02514,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02515,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02516,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02517,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02518,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02519,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02520,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02521,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02522,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02523,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,20,No ratty carpeting,Air Quality
IS-02524,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02525,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02526,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02527,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02528,2022-02-14 19:39:40,service_app_170,2022-02-14 00:00:00,Yes,2021-10-19 00:00:00,No,25,No water leaks,Air Quality
IS-02529,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02530,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-02531,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-02532,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02533,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02534,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,6,Pest free,Health Risk
IS-02535,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,No,7,Numerals visible,Health Risk
IS-02536,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-02537,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02538,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02539,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02540,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-02541,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02542,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-02543,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02544,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-02545,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-02546,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02547,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-02548,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02549,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02550,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02551,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02552,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02553,2022-02-17 15:45:31,service_app_167,2022-07-29 00:00:00,Yes,2022-01-18 00:00:00,Yes,25,No water leaks,Air Quality
IS-02554,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-02555,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,No,2022-02-22 00:00:00,No,2,Roof watertight,Home Preservation
IS-02556,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02557,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,No,2022-02-22 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02558,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-02559,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,6,Pest free,Health Risk
IS-02560,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02561,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-02562,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02563,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-02564,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02565,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-02566,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,13,Appliances OK,Health Risk
IS-02567,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02568,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-02569,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02570,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02571,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-02572,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02573,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,20,No ratty carpeting,Air Quality
IS-02574,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02575,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,22,Interior temperature OK,Health Risk
IS-02576,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02577,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,No,2022-02-22 00:00:00,No,24,Interior paint intact,Home Preservation
IS-02578,2022-02-23 15:53:34,service_app_96,2022-05-23 00:00:00,Yes,2022-02-22 00:00:00,No,25,No water leaks,Air Quality
IS-02579,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02580,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,2,Roof watertight,Home Preservation
IS-02581,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02582,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02583,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02584,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,6,Pest free,Health Risk
IS-02585,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02586,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-02587,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02588,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02589,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02590,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-02591,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02592,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-02593,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02594,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02595,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02596,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02597,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-02598,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02599,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02600,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02601,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02602,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02603,2022-03-03 19:23:39,service_app_166,2022-03-04 00:00:00,Yes,2021-05-25 00:00:00,Yes,25,No water leaks,Air Quality
IS-02604,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,No,2022-03-04 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02605,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-02606,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-02607,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02608,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02609,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,No,2022-03-04 00:00:00,No,6,Pest free,Health Risk
IS-02610,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02611,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-02612,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02613,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02614,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02615,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02616,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02617,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-02618,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02619,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02620,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02621,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02622,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02623,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,20,No ratty carpeting,Air Quality
IS-02624,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02625,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02626,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-02627,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02628,2022-04-19 18:59:39,service_app_97,2022-10-03 00:00:00,Yes,2022-03-04 00:00:00,No,25,No water leaks,Air Quality
IS-02629,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02630,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-02631,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02632,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-02633,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02634,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,6,Pest free,Health Risk
IS-02635,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02636,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02637,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02638,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02639,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,11,CO exhausted outside,Air Quality
